Source,Reference,Translation
"Dnes provozuje v pražské Benediktské ulici butik Intimity, kde prodává erotické pomůcky způsobem, jakým jsou obyčejně nabízeny luxusní kabelky nebo boty.","Today he runs the Intimity boutique in Prague's Benediktská ulice, where he sells sex toys in the way luxury handbags or shoes are often presented.","Today, in Prague's Benediklova Street, the Intimity store is running a sells erotic accessories. These are usually offered alongside luxury cables or other items."
A proč by ne?,And why not?,"The translation of the Czech text ""A proč by ne?"" is ""Why not?"" or ""What's the reason not to?"""
Jedná se také o designové předměty.,They are also designer items.,It is also about design objects.
"Moment, moment, o tomhle se bavíte u oběda, říkáte si?","One second, are you asking yourselves, “is this what you talk about over lunch?”","""Just a moment, just a moment. Are you talking about this regarding lunch?"""
"Právě berlínský obchod Fun Factory, který navrhoval uznávaný designér Karim Rashid, posloužil pro butik Intimity jako inspirace.","It was the Fun Factory store in Berlin, which was designed by renowned designer Karim Rashid, that served as the inspiration for the Intimity boutique.","The Berlin-based Fun Factory store, designed by renowned designer Karim Rashid, served as inspiration for Intimity boutique."
"Otevřeli ho v roce 2010 a byl to úplně jiný koncept erotického obchodu, než na jaký jsou tady všichni zvyklí.",It opened in 2010 and was based on a completely different concept of the erotic store to what everyone is used to here.,It was opened in 2010 and represented a completely different concept of an erotic shop than the one that everyone was used to here.
"Martin se svým obchodním partnerem Zdeňkem Šebelkou začal uvažovat, jak pojmout pražský obchod, kde by měl být a jak by se měl jmenovat.","Martin and his business partner Zdeněk Šebelka began to think about how to get hold of a shop in Prague, where it should be and what it should be called.","Martin began considering with his business partner Zdenek Šebelka how to approach the Prague store, where it should be and how it should be named."
"Následovala koupě internetové domény a hledání vhodného prostoru, jež šlo paralelně s různými vizualizacemi interiéru.",The next step was to purchase the internet domains and look for a suitable space that would work in parallel with the various visualisations of the interior.,"Following the purchase of a domain name, we proceeded to search for suitable space, while simultaneously visualizing various interior designs."
"Nakonec zvítězila varianta, která rozložila obchod do zahrady rozkoše a ložnice, jíž vévodí postel.","In the end, the variation that won saw the shop displayed as a garden of delights and a bedroom, dominated by beds.","In the end, the variant that distributed the store into the garden of delights and the bedroom, which is led by the bed, won."
Připravila nám ji Dagmar Štěpánová ze studia FormaFatal.,Dagmar Štěpánová from the FormaFatal studio made it for us.,Dagmar Štěpánová prepared it from the FormaFatal study.
"Je v uličce vedle té hlavní, takže nikdo zákazníky neokukuje,"" pochvaluje si Martin Ráž.","It's in the street near to the high street, so no one can stare at the customers,"" commented Martin Ráž.","""I'm right next to the main street, so nobody bothers the customers,"" Martin Ráž comments."
"Chtěli jsme udělat obchod, který bude jiný, se značkovým hezkým zbožím, v prostředí, kde se ženy, které jsou převážně našimi zákazníky, cítí dobře.","We wanted to create a shop that would be different, with good, branded products, in an environment where women, who are our main customers, feel comfortable.","We want to open a store that is different, with stylish merchandise, in an environment where women, who are primarily our customers, feel comfortable and welcome."
"Když jsem do butiku Intimity před půl hodinou vcházel, ulice zela prázdnotou.","When I went to the Intimity boutique half an hour earlier, the streets were empty.","When I entered the Intimity store half an hour before closing time, the street was deserted."
"Navíc jsem ani neměl pocit, že bych šel do obchodu s erotickými pomůckami.",I didn't even have the feeling that I was going to a shop with sex toys.,I never even dreamt of going to a store for erotic accessories.
"Hned u dveří mě překvapila čistá elegance interiéru, kterou znám z butiků s módou.","As soon as I got to the door I was surprised by the clean elegance of the interior, which I know from fashion boutiques.",The clean elegance of the interior surprised me right at the entrance - it reminded me of the fashion boutiques I've seen.
Povětšinou sem pánové chodí nakupovat dárky pro své přítelkyně.,Gentlemen mainly go to buy gifts for their girlfriends.,"Usually, the guys come here to buy gifts for their girlfriends."
"""Muži většinou neumí odhadnout správnou velikost a volí spíš větší,"" usmívá se Martin nad častou chybou.","""Men usually can not guess the right size, and they usually opt for one that is too big,"" chuckled Martin over the frequent mistake.","""Men usually can't estimate the right size and tend to choose a bigger one,"" Martin grins, sighing at a common mistake."
"To jsou takové ty předsudky, ta zažitá klišé, že ženy potřebují nějaké velké pomůcky, a není to pravda.","This cliche refers back to a preconception that women need big sexual aids, but it isn't true.","Those are just the prejudices, deeply rooted clichés, that women need some big help, and that's not true."
Takže muž v dobré víře zvolí třeba zbytečně velký vibrátor.,"So although they have good intentions, men usually choose an unnecessarily big vibrator.",A man of good faith will choose a rather large vibrator even if it is unnecessary.
"Stejně tak muži volí převážně černé prádlo, kdežto žena zpravidla tíhne spíš k růžové barvě.","Likewise, men mostly pick out black underwear, while women usually tend towards pink colours.","Just as men mostly choose black clothing, women usually prefer shades of pink."
Absolutním bestsellerem je v současnosti produkt trefně zvaný Satisfyer.,The absolute bestseller at the moment is the appropriately named Satisfyer.,Satisfyer is currently the absolute bestseller.
"Z výrazu v mé tváři musí být jasné, že nevím, která bije, protože Martin okamžitě vysvětluje, jak funguje.","The expression on my face must have made it clear that I didn't which kind it was, as Martin immediately explained how it works.","From the expression on my face, it's clear that I don't know which one is ticking, because Martin immediately explains how it works."
To je takový bezdotykový stimulátor klitorisu.,It is a kind of contactless clitoris stimulator.,It is an unconditional clitoral stimulator.
"Pere se ve mně adolescentní potřeba uchechtnout se s obdivem nad tím, s jakým vážným tónem je mi výklad podáván.",I feel the adolescent need to chuckle with admiration for the serious tone with which my comment is handled.,"In my youth, I had the need to learn with respect for the profound topics that were being taught."
Je za dobrou cenu a má perfektní uživatelské reference.,It is affordable and has perfect reviews from its users.,It is good value for money and has perfect user references.
Jde o jakousi poslední revoluční novinku.,It's like the most recent innovative revolution.,"The translation is:

""It's about a groundbreaking new development."""
První revoluci způsobil vibrátor ve tvaru mořského koníka.,The first revolution saw vibrators in the shape of a seahorse.,The first revolution was caused by a vibrating seahorse-shaped oscillator.
Druhý pak byl vibrátor pro páry We-Vibe.,The second was the We-Vibe vibrator for couples.,The second pack contained a We-Vibe vibrating pair.
"""Dělají se různé varianty,"" pokračuje.","""They make various kinds,"" he continued.","""Different variants are being made."""
To je oblíbená kategorie.,That's the most popular category.,"This is a popular category.

(Literally: ""This is a loved category."")"
Při milostném spojení žena může mít v ruce ovládač a určit si intenzitu vibrací.,"While making love together, both men and women can have the control in their hand and alter the intensity of the vibrations.","When a woman is sexually aroused, she may have a clitoral controller in her hand and can adjust the intensity of vibrations."
