Source,Reference,Translation
"અમદાવાદ: શારદાબેન હોસ્પિટલના દરવાજાની સામે નવજાત શિશુ મળ્યું ,જુઆે વીડિયો","Ahmedabad: A newborn found on the steps of Shardaben Hospital, see the video.","Ahmedabad: Newborn found outside the gates of Shardaben Hospital, video goes viral. 


Let me know if you have any other Gujarati text you'd like me to translate!"
"બનાસ ડેરીના ટેંકર ચાલકોએ કરી હડતાળ, જુઆે વીડિયો","Banas dairy tanker drivers go on strike, see the video.","Banas Dairy tanker drivers went on strike, see video 


Let me know if you'd like me to translate any other Gujarati text!"
"ભરૂચના સાંસદ મનસુખ વસાવાએ શિક્ષકોના પગાર મુદ્દે CM રૂપાણીને લખ્યો પત્ર,જુઆે વીડિયો",Bharuch MP Mansukh Vasava writes a letter to CM Rupani regarding teachers' salary.,"Bharuch's MP Mansukh Vasava wrote a letter to CM Rupani regarding the issue of teachers' salaries, video available. 


Let me know if you'd like me to elaborate on any part of the translation!"
"UNમાં સુષમાની ઝાંટકણી બાદ પાક. ની ધમકી, કહ્યું- હુમલો કરવાની ભૂલ ના કરે ભારત","After Sushma's condemnation in UN, Pakistan threatened and said, ""India should not make the mistake of the attack.""","After Sushma's statement at the UN, Pakistan threatened, saying - ""Don't make the mistake of attacking India."" 


Let me know if you have any other Gujarati text you'd like me to translate!"
નવી દિલ્હી: સંયુક્ત રાષ્ટ્ર મહાસભામાં વિદેશમંત્રી સુષમા સ્વરાજની આકર ઝાંટકણી બાદ પાકિસ્તાન ગુસ્સે ભરાઈ ગયું છે.,New Delhi : Pakistan is angry as the foreign minister Sushma Swaraj condemned Pakistan in the United Nation General Assembly.,"New Delhi: Pakistan has expressed anger after External Affairs Minister Sushma Swaraj's sharp remarks in the United Nations General Assembly. 


Let me know if you have any other Gujarati text you'd like me to translate!"
સમીસમી ગયેલા પાકિસ્તાને હવે જૂઠનું ઝેર ઓક્યું છે.,Pakistan has started to lie now,"Pakistan, which has been riddled with problems, is now facing the poison of lies. 


Let me break it down:

* **સમીસમી ગયેલા** - riddled with problems, in a state of disarray
* **પાકિસ્તાને** - Pakistan
* **હવે** - now
* **જૂઠનું ઝેર** - the poison of lies
* **ઓક્યું છે** - has come upon it 


The sentence implies that Pakistan is already facing many challenges and now the spread of lies is further exacerbating the situation."
અને જમ્મુ કાશ્મીરનો મુદ્દો ઉઠાવ્યો હતો.,And raised the issue of Jammu and Kashmir.,"And the issue of Jammu and Kashmir was raised. 


Let me know if you have any other Gujarati text you'd like me to translate!"
પાકિસ્તાને કહ્યું ભારત હુમલો કરવાની ભૂલ ના કરે નહીં તો પરીણામ ભોગવવું પડશે.,Pakistan said that India should not make the mistake of launching an attack or else they would have to pay.,"Pakistan said India should not make the mistake of attacking, or it will face the consequences. 


Let me know if you have any other Gujarati text you'd like me to translate!"
"પાકિસ્તાન વિદેશ મંત્રી શાહ મહમૂદ કુરેશીએ સંયુક્ત રાષ્ટ્ર મહાસભાને સંબોધન કરતા કહ્યું કે, કાશ્મીરનો મુદ્દો 70 વર્ષથી માનવતા પર દાગ છે અને વણઉકેલ્યા વિવાદથી ભારત અને પાકિસ્તાન વચ્ચે કાયમી શાંતિ માટે અસર પડી રહી છે.",Pakistan Foreign Minister Shah Mahmood Qureshi addressed the United Nations General Assembly and said that the Kashmir issue has been a stain on humanity for 70 years and the unsolved issue is permanently having an impact on India and Pakistan.,"Pakistan's Foreign Minister Shah Mahmood Qureshi, addressing the United Nations General Assembly, said that the Kashmir issue has been a blot on humanity for 70 years and the unresolved dispute has been affecting permanent peace between India and Pakistan."
"કુરેશીએ કહ્યું, ભારત અમારી ધીરજતાની પરીક્ષા ના લે, ભારત જો હુમલો કરવાની ભૂલ કરશે તો તેને પરિણામ ભોગવવું પડશે.","Qureshi said that India should not test Pakistan's patience. If India made a mistake of attack, they would have to suffer the consequences.","Kureshi said, ""India should not be tested on our patience, if India makes the mistake of attacking, it will have to face the consequences."" 


Let me know if you have any other Gujarati text you'd like me to translate!"
અમે પાકિસ્તાનની સાર્વભૌમત્વ નહીં કરીએ.,We shall not risk the sovereignty of Pakistan.,"We will not annex Pakistan. 


Let me know if you have any other Gujarati text you'd like me to translate!"
"વિદેશ મંત્રીસ્તરની વાર્તા રદ્દ કરવા પર કુરેશીએ કહ્યું કે, પાકિસ્તાન ભારતની સાથે તમામ મુદ્દાઓ પર વાતચીત કરવા માંગતું હતું પરંતુ ભારતે ઘરેલુ રાજનીતિને પ્રાધાન્ય આપતા વાર્તા રદ્દ કરી દીધી હતી.","On the cancellation of talks between the foreign ministers' talk, Quereshi said that Pakistan wanted to discuss all the issues with India. But India gave priority to domestic politics. Hence they cancelled it.","On the cancellation of the foreign minister-level talks, Kureshi said that Pakistan wanted to talk to India on all issues but India cancelled the talks, prioritizing domestic politics. 


Let me know if you have any other Gujarati text you'd like me to translate!"
સંયુક્ત રાષ્ટ્રના મંચ પરથી પાકિસ્તાને ફરી કાશ્મીરનો રાગ આલાપવા નથી ભૂલ્યું.,"In the United Nations forum, Pakistan has not forgotten to talk about the Kashmir issue again.","Pakistan has not forgotten to raise the Kashmir issue on the United Nations platform. 


Let me know if you have any other Gujarati text you'd like me to translate!"
"કુરેશીએ પોતાના ભાષણમાં કહ્યું કે "" અમે ગંભીર અને વ્યાપક વાર્તા દ્વારા વિવાદોનું સમાધાન ઇચ્છીએ છે.","Qureshi added in his speech that ""we want to resolve disputes through a serious and comprehensive discussion.","Kureshi said in his speech that ""We want to resolve the disputes through a serious and comprehensive narrative."" 


Let me know if you have any other Gujarati text you'd like me to translate!"
જેમાં ચિંતાના તમામ મુદ્દાઓ સામેલ છે.,Which includes all the issues of concern.,"Which includes all the issues of worry. 


Let me know if you have any other Gujarati text you'd like me to translate!"
"ઉલ્લેખનીય છે કે,સંયુક્ત રાષ્ટ્ર મહાસભા (યુએનજીએ) ના 73મા સત્રમાં શનિવારે સુષ્મા સ્વરાજે પાકિસ્તાનની ઝાટકણી કાઢી હતી.","We should not forget that in the 73rd session of the United Nations General Assembly (UNGA), Sushma Swaraj had condemned Pakistan on Saturday.","It is noteworthy that, on Saturday, Sushma Swaraj took a dig at Pakistan in the 73rd session of the United Nations General Assembly (UNGA). 


Let me know if you have any other Gujarati text you'd like me to translate!"
એટલું જ નહીં તેમણે યુએનને સંબોધનમાં 9/11ના માસ્ટર માઈન્ડ ઓસામા-બિન-લાદેન અને મુંબઈ હુમલાના માસ્ટર માઈન્ડ હાફિઝ સઈદનો પણ ઉલ્લેખ કર્યો હતો.,"Not only that, she also referred to the 9/11 mastermind Osama-Bin-Laden and mastermind of Mumbai attacks Hafiz Saeed in her UN address.","Not only that, they also mentioned Osama bin Laden, the mastermind behind 9/11, and Hafiz Saeed, the mastermind behind the Mumbai attacks, in their address to the UN. 


Let me know if you have any other Gujarati text you'd like me to translate!"
સુષ્મા સ્વરાજે કહ્યું કે પાકિસ્તાન એવો પડોશી દેશ છે જેણે આતંકવાદ ફેલાવવાની સાથે પોતાનાં કર્મોને નકારવામાં પણ નિપુણતા મેળવી લીધી છે.,Sushma Swaraj mentioned that Pakistan is a neighbouring country that has mastered the art of spreading terrorism as well as refusing to take responsibility for their actions.,"Sushama Swaraj said that Pakistan is a neighboring country that has not only excelled in spreading terrorism but also in denying its own actions. 


Let me know if you have any other Gujarati text you'd like me to translate!"
તેમણે કહ્યું કે અમેરિકા પર હુમલો કરનાર 9/11નો માસ્ટર માઈન્ડ ઓસામા બિન લાદેન અહીં જ મળી આવ્યો હતો.,She said that Osama-Bin-Laden who was the mastermind behind the 9/11 attack was found here.,"They said that Osama bin Laden, the mastermind behind the 9/11 attack on America, had been found here. 


Let me know if you have any other Gujarati text you'd like me to translate!"
તે તો માર્યો ગયો પરંતુ મુંબઈ હુમલાનો 26/11નો માસ્ટર માઈન્ડ હાફિઝ સઈદ પાકિસ્તાનમાં હજી ખુલ્લો ફરી રહ્યો છે.,He was killed but the one behind the 26/11 Mumbai attack; mastermind Hafiz Saeed is still alive in Pakistan.,"He may be dead, but Hafiz Saeed, the mastermind behind the 26/11 Mumbai attacks, is still roaming free in Pakistan. 


Let me know if you have any other Gujarati text you'd like me to translate!"
"રેલીઓ કરી રહ્યો છે, ચૂંટણી લડે છે અને ભારતને ધમકી આપી રહ્યો છે.","He is carrying out rallies, nominating candidates in the elections and threatening India.","He is holding rallies, contesting elections, and threatening India. 


Let me know if you have any other Gujarati text you'd like me to translate!"
"સુષમાએ કહ્યું પાકિસ્તાનમાં આતંકી સ્વતંત્રતા સેનાની ગણવામાં આવે છે, પાકિસ્તાનની હરકતો રોકવામાં નહીં આવે તો આતંકવાદની આગમાં આખી દુનિયા સળગશે.","Sushma said that Pakistan considers a terrorist as a freedom fighter, and if Pakistan doesn't stop such behaviour, the whole world will be burnt in the fire of terrorism.","Sushama said that in Pakistan, the terrorist freedom fighters are considered freedom fighters, if Pakistan's actions are not stopped, then the whole world will burn in the fire of terrorism. 


Let me know if you have any other Gujarati text you'd like me to translate!"
"લખનઉ શૂટઆઉટઃ કેજરીવાલે કહ્યું- હિન્દુઓની હિતેચ્છુ પાર્ટી નથી BJP, સત્તા માટે તમામને મારી નાખશે","Lucknow shootout: Kejriwal said - BJP is not a favourable party for Hindus, they will kill everyone for power.","Lucknow Shootout: Kejriwal says - BJP is not a party for the welfare of Hindus, it will kill everyone for power 


Let me know if you have any other Gujarati text you'd like me to translate!"
નવી દિલ્હીઃ ઉત્તરપ્રદેશની રાજધાની લખનઉના ગોમતી નગરમાં પોલીસ કોન્સ્ટેબલ દ્ધારા એપલ કંપનીના મેનેજરની ગોળી મારીને હત્યા કરવાની ઘટના પર રાજનીતિ શરૂ થઇ ગઇ છે.,"New Delhi : A political game has begun on the killing of Apple's manager by a police constable in Gomti nagar, Lucknow, Uttar Pradesh's capital.","New Delhi: Politics has begun over the incident in which a police constable shot dead the manager of an Apple company in Gomti Nagar, the capital of Uttar Pradesh, Lucknow. 


Let me know if you have any other Gujarati text you'd like me to translate!"
