source,translation_clean,reference
"দ্বিতীয় প্রস্তাবে প্রধানমন্ত্রী বলেন, দ্রুত প্রবৃদ্ধির সময়ে সমাজে যেন বৈষম্য আরো বেড়ে না যায় তা আমাদের নিশ্চিত করতে হবে কারণ সম্পদ হতে হবে অন্তর্ভুক্তমূলক এবং তা তৃণমূল পর্যায় পর্যন্ত পৌঁছতে হবে।","In his second speech, the Prime Minister stated that it is crucial to ensure that inequality does not escalate during the period of rapid economic growth. He emphasized the need to make wealth inclusive and accessible up to the tertiary stage of the income distribution cycle.","In the second idea, Sheikh Hasina said it must be ensured that inequality across societies could not widen in times of faster growth as wealth creation should be inclusive and must trickle down to the grassroot levels."
"তিনি বলেন, একটি টেকসই ব-দ্বীপ বাস্তবায়নে এটি একটি দীর্ঘ মেয়াদি পরিকল্পনা, নীতি এবং অঙ্গীকার ।","He said, ""This is a long-term plan, policy and action plan to address the issue of forced eviction from Teknaf Island.""","It is a long-term strategy, policy and commitment to implement actions for sustainable delta, she said."
জাতীয় নেতাদের নিয়ে মিথ্যা বক্তব্য প্রচার করায় ৬ জন গ্রেপ্তার।,Six people were detained for spreading misinformation about national leaders.,6 arrested for spreading false propaganda on national leaders.
"যে কারণে পাঠক এ বইয়ে গল্প, ভ্রমণ এবং তথ্য- তিনটিই পাবেন।","The reason why readers will find stories, travelogues and information in this book is because these three elements have been included.","That is why readers, in this book, will find three things- stories, travels and information."
উদয় হাকিম ১৯৭৫ সালের ২৫ মার্চ টাঙ্গাইলের মির্জাপুর উপজেলার বর্ধনপাড়া গ্রামে জন্মগ্রহণ করেন।,"He was born on 25th March, 1975, in the Mirzapur Upazila of Tangail district in Bangladesh.",Uday Hakim was born on 25 March in 1975 at Bordhonpara village under Mirzapur Upazila of Tangail District.
"কক্সবাজারের উন্নয়ন প্রসঙ্গে শেখ হাসিনা বলেন, সমুদ্র তীরবর্তী এই জেলা এক সময় খুবই অবহেলিত ছিল এবং এর জনগণ অমানবিক জীবনযাপন করত।","In connection with Cox's Bazar's development, Sheikh Hasina said, this coastal district was once extremely neglected and its people lived in inhuman conditions.","While talking about the the development of Cox's Bazar, Sheikh Hasina said the coastal district was once very neglected and the people used to lead an inhuman life."
তথ্যের শ্রেণীবিন্যাস অকাট্য প্রয়োজনীয়তা হলেও এই ক্ষমতা কার হাতে নাগরিকদের সে বিষয়ে অবশ্যই সজাগ থাকতে হবে।,"Despite the importance of classifying information, it is the responsibility of citizens to remain vigilant and aware of any matter related to this capacity.","Categorization of information is an irrefutable necessity, but citizens must remain vigilant in terms of who holds the power to do it."
প্রধানমন্ত্রী শেখ হাসিনা স্পেনের রাষ্ট্রপতি পেড্রো সানচেজের সঙ্গেও দ্বিপাক্ষিক বৈঠক করবেন।,"The Prime Minister Sheikh Hasina will hold a bilateral meeting with the President of Spain, Pedro Sánchez.",Prime Minister Sheikh Hasina will also hold a bilateral meeting with Spanish President Pedro Sanchez.
"প্রধানমন্ত্রী বলেন, ""আমরা জোরপূর্বক বাস্তুচ্যুত রোহিঙ্গাদের প্রত্যাবাসনে মিয়ানমারের সঙ্গে আলোচনা চালিয়ে যাচ্ছি এবং এই বিষয়ে আন্তর্জাতিক সম্প্রদায়ের সহযোগিতা কামনা করেছি।""","The Prime Minister stated, ""We are in talks with Myanmar to facilitate the repatriation of Rohingyas and are seeking international community's cooperation in this regard.""","The Prime Minister said, ""We're holding talks with Myanmar for repatriation of the forcibly displaced Rohingyas and we also sought help of the international community to this end."""
"শেখ হাসিনা গত জাতীয় নির্বাচনের কথা উল্লেখ করে বলেন, ""গত সাধারণ নির্বাচনে সব শ্রেণি-পেশার মানুষ আমাদের সমর্থন দিয়েছে যা অতীতে কখনো দেখা যায়নি।""","Sheikh Hasina mentioned during the recent national election, ""The people of all classes and professions have stood by us, which is something we have never witnessed before.""","Referring to the last general election, Sheikh Hasina said, ""People of all professions and classes immensely supported us in the last general election which was never seen in the past."""
আবেগময় হয়ে তিনি উচ্চারণ করেন 'রোহিঙ্গা' শব্দটি এবং সবার পক্ষ থেকে তাঁদের কাছে ক্ষমা প্রার্থনাও করেছেন।,"Feeling emotional, he uttered the word ""Rohingya"" and also apologized to everyone from his heart.","Emotionally, he pronounced the word ""Rohingya"" and apologized to everyone."
এর আগে প্রধানমন্ত্রী শেখ হাসিনা বাংলাদেশ সময় সকাল ৯টা ৩৫ মিনিটে লন্ডনের পথে হযরত শাহজালাল আন্তর্জাতিক বিমানবন্দর ত্যাগ করেন।,"Prior to this, Prime Minister Sheikh Hasina left for London Airport from Hazrat Shahjalal International Airport by road at around 9:35 am.","Earlier, Prime Minister Sheikh Hasina left Hazrat Shahjalal International Airport for London at 9:35 am Bangladesh time."
বিশ্বব্যাপী জলবায়ু পরিবর্তনের ইস্যুতে বাংলাদেশ এবং ফিনল্যান্ড একসঙ্গে কাজ করতে সম্মত হয়েছে।,Bangladesh and Finland have agreed to collaborate on addressing the global issue of climate change.,Bangladesh and Finland have agreed to work together on the issue of worldwide climate change.
দেশের নদীগুলোকে রক্ষা করতে আমাদের অবশ্যই পদক্ষেপ নিতে হবে।,We must take steps to protect the rivers of our country.,We must take steps to protect the rivers of the country.
প্রধানমন্ত্রী শেখ হাসিনা আজ ভারতের ন্যাশনাল কংগ্রেস পার্টির সভাপতি সোনিয়া গান্ধীর সাথে কুশল বিনিময় করেছেন।,"The Prime Minister, Sheikh Hasina, has today relinquished her post as the president of the National Congress Party of India and has exchanged it with Sonia Gandhi.",Prime Minister Sheikh Hasina today exchanged pleasantries with Indian National Congress Party President Sonia Gandhi.
"প্রধানমন্ত্রী বলেন, পুরো ২০১৮ এবং ২০১৯ সাল জুড়েই জলবায়ু পরিবর্তন বিশ্বব্যাপী জনস্বাস্থ্য এবং জীবনযাত্রার ক্ষতি সাধন করেছিল।","The Prime Minister stated that in the years 2018 and 2019, climate change had negatively impacted global public health and livelihoods.","The prime minister said throughout 2018 and 2019, climate change wrecked havoc on people's health and livelihood around the globe."
যা গত বছরের একই সময়ের চেয়ে ২ দশমিক ১৮ শতাংশ বেশি।,The number is 18% more than the same time last year.,Which is 2.8 per cent more than the same period of last year.
"কিন্তু তার সরকার এখন হতাশাগ্রস্ত পুরুষ, মহিলা এবং বাচ্চাদের ভাষানচরে ধরে রেখেছে।","The government of the king is now filled with frustrated men, women and children, who are holding back the language skills of the people.","But her government is now holding desperate men, women, and children on Bhasan Char."
"ইতো শেখ হাসিনাকে বলেন যে, জাপানের প্রধানমন্ত্রী শিনজো অ্যাবে তাঁর গতিশীল নেতৃত্বের ভূয়শী প্রশংসা করেছেন এবং তিনি (অ্যাবে) দুই দেশের মধ্যে উন্নয়ন সহযোগিতা আরো শক্তিশালী করতে অপেক্ষমান রয়েছেন।",He told Haseena that Japanese Prime Minister Shinzo Abe had praised his dynamic leadership and expressed his anticipation of strengthening cooperation and development between the two countries.,Ito told Sheikh Hasina that Japanese Prime Minister Shinzo Abe lauded her dynamic leadership and he (Abe) is looking forward to further strengthening the development assistance between the two countries.
আন্তর্জাতিক সম্প্রদায় দ্রুত পদক্ষেপ নেবে বলে আমরা মনে করি।,The international community is taking rapid steps to address the issue.,We believe that the international community will take a prompt action very soon.
"পররাষ্ট্র সচিব উল্লেখ করেন যে, প্রধানমন্ত্রী আরও বলেছেন, বাংলাদেশের ১০টি পণ্যের কোটা ও শুল্ক মুক্ত প্রবেশাধিকারের বিষয়টি নিয়ে শিগগিরই আলোচনা অনুষ্ঠিত হবে।",The state secretary has stated that the Prime Minister has also said that a discussion will be held regarding the issue of duty-free entry of 10 essential goods in Bangladesh.,The foreign secretary noted that the Prime Minister also said the issue of discussion on duty free and quota free access of 10 Bangladeshi products will take place soon.
ভোটে দলের নিরঙ্কুশ বিজয়ে মোদিকে শেখ হাসিনার অভিনন্দন,Congratulations to the leader of the party on their landslide victory in the election.,Hasina congratulates Modi on his party's landslide poll victory
"শেখ হাসিনা তার সম্মানে বাংলাদেশি কমিউনিটির দেওয়া একটি সংবর্ধনা অনুষ্ঠানে যোগদান করবেন, হোলি আর্টিজানে হামলায় ক্ষতিগ্রস্ত জাপানিদের পরিবারের সদস্যদের সঙ্গে সাক্ষাৎ করবেন এবং জাপানি ব্যবসায়ী নেতাদের সঙ্গে বৈঠক করবেন।",Sheikh Hasina will participate in a press conference organized in her honor by the Bengali community. She will meet with family members of the Japanese people who were victims of the Hamla attack and hold talks with Japanese business leaders.,"Sheikh Hasina will join a Bangladeshi community reception event to be hosted in her honour, meet with family members of the Japanese victims of the Holey Artisan attack and Japanese business leaders."
শুক্রবার দুপুরে খুলনা শহরের শিরোমনি তেঁতুলতলা এলাকায় এই দুর্ঘটনা ঘটে।,"In the afternoon of Friday, an accident occurred in the Tehtultala area of Khulna city, causing great distress.",The accident took place at Shiromini Tetultola area of Khulna city on Friday noon.
"আমাদের রাজনীতি, অর্থনীতি ও সমাজের জন্য এ ধরনের সহযোগিতাপূর্ণ সংস্কৃতি প্রয়োজন।","Our politics, economy, and society need a collaborative culture.","Such collaborative culture is essential across our politics, economy and society."
"ট্রানজিটের বিষয়ে তিনি বলেন, এই অঞ্চলে বাংলাদেশ-ভুটান-ভারত-নেপাল (বিবিআইএন) সড়ক এবং রেল যোগাযোগের বিষয়টি একটি বড় উদ্যোগ।","He said regarding the transit issue, this region has a large-scale infrastructure project involving road and rail connectivity between Bangladesh, Bhutan, India, and Nepal (BBIMCN).","In the matter of transit, he said, the Bangladesh-Bhutan-India-Nepal (BBIN) road and rail connectivity is a big initiative in the region."
৩ জুন রাত ১টা ১০ মিনিটে তিনি ফিনল্যান্ডের হেলসিংকির উদ্দেশে জেদ্দা ত্যাগ করবেন।,"He will depart from Dhaka at 10 minutes past 10 tonight to Helsinki, Finland for his official visit.","On June 3 at 1:10 am, she will depart Jeddah for Helsinki, Finland."
আমরা প্রধানমন্ত্রী শেখ হাসিনার হাতকে শক্তিশালী করতে কাজ করে যাবো।,We will work to empower Prime Minister Sheikh Hasina by strengthening her hands.,We will work to strengthen hands of Prime Minister Sheikh Hasina.
বাংলাদেশের প্রযুক্তিগত উৎকর্ষতা এখন বিশ্বের বিভিন্ন দেশের জন্য একটা নজির।,Bangladesh's technological advancement has become a notable phenomenon across various countries worldwide.,The technological excellence of Bangladesh is now an example for other countries in the world.
ওয়ালটনের সঙ্গে ব্যবসায়িক সম্পর্ক তৈরিতে খুব শিগগিরই আবার বাংলাদেশ সফর করবেন বলে জানান কম্বোডিয়ার প্রতিমন্ত্রী।,The foreign minister of Cambodia has announced that his country will soon send a business delegation to Bangladesh to explore the possibility of establishing business relations with the country.,The Cambodian minister said he would tour Bangladesh again soon to build business relations with Walton.
যুক্তরাজ্যে সরকারি সফরে বুধবার সকালে লন্ডনের উদ্দেশে ঢাকা ত্যাগ করেছেন প্রধানমন্ত্রী শেখ হাসিনা।।,"In the Jushak Rajya (Bangladesh), Prime Minister Sheikh Hasina left Dhaka on Tuesday morning for a state visit to London.",Prime Minister Sheikh Hasina left Dhaka for London Wednesday morning on an official visit to the United Kingdom.
আওয়ামী লীগের নেতৃত্বে গত কয়েক বছরে অর্থনৈতিক ক্ষেত্রে বাংলাদেশ অনেক এগিয়ে গেছে।,"During the leadership of the Awami League, Bangladesh has made significant strides in the field of economics and finance in the past few years.",Bangladesh has stepped forward in economic sector in last couple of years under the leadership of Awami League.
২০১৯ সালের মধ্যে পদ্মা সেতু প্রকল্প সম্পন্ন হওয়ার কথা।,The Padma Setu project was completed in 2019.,The Padma Bridge project is scheduled to end by 2019.
প্রধানমন্ত্রী এসময় যাদের জমি-জমা নিয়ে উন্নয়ন প্রকল্প বাস্তবায়ন করা হচ্ছে তাদেরকে সঠিকভাবে ক্ষতিপূরণ প্রদানের বিষয়ে লক্ষ্য রাখার জন্য সংশ্লিষ্ট কর্তৃপক্ষকে নির্দেশ দেন।,The Prime Minister has instructed the relevant authorities to ensure fair compensation is provided to those whose land has been acquired for development projects.,"At that time, the prime minister instructed the authorities concerned to give proper compensation to the people whose lands are acquired for development."
বাংলাদেশ থেকে রোহিঙ্গাদের ফিরিয়ে নিতে মিয়ানমারের সরকারকে সম্মত করতে বেইজিং চেষ্টা করবে বলে ঢাকাকে আশ্বস্ত করেছে।,"The Myanmar government has been urged by Bangladesh to facilitate the return of Rohingyas to their homeland, with Dhaka expressing confidence that China will support such a move.",Beijing assured Dhaka that it would try to persuade Myanmar Goverment for taking back Rohingyas from Bangladesh.
বইটিতে আমি ভ্রমণের অভিজ্ঞতা তুলে ধরার পাশাপাশি জায়গাটি সম্পর্কে গুরুত্বপূর্ণ তথ্য তুলে ধরার চেষ্টা করেছি।,"In this book, I have attempted to present significant information regarding the places visited during my travels.","In the book, I have tried to highlight the experience of visiting there as well as important information about the place."
"রাজনৈতিক এবং সাংস্কৃতিক সম্পর্কও সুন্দর অবস্থানে রয়েছে, তিনি বলেন।","The relationship between politics and culture is quite good, he said.","Political and cultural relations remain at good level, he said."
এ ব্যবসা এ দেশে হতে দেয়া হবে না।,This business cannot be done in this country.,The business will not be allowed to run in the country.
রোহিঙ্গা ইস্যুতে অক্টোবরে বাংলাদেশে আসছে মিয়ানমারের প্রতিনিধিদল,A delegation from Myanmar is arriving in Bangladesh in October this year.,Myanmar delegation coming to Bangladesh in October on Rohingya issue
"আওয়ামী লীগ ব্যবসায়ী সমাজের পাশাপাশি কৃষক, শ্রমিক, ছাত্র এবং শিক্ষকসহ সব পেশার মানুষের কাছ থেকে ব্যাপক সমর্থন পেয়েছে বলে তিনি উল্লেখ করেন।","The Awami League leader has stated that they have received widespread support from farmers, laborers, students and teachers across all professions.","Awami League got huge supports from the business community as well as from the professionals such as farmers, labourers, students and teachers, she mentioned."
এর আগে গত বছরের জুলাই মাসে লন্ডনে ৭৫ বছর বয়সি প্রেসিডেন্ট তার স্বাস্থ্য পরীক্ষা করিয়েছিলেন।,"Last year in July, the President, who is 75 years old, underwent a health check-up in London.","Earlier, the 75-year-old President Hamid conducted his health check-up in London in July last year."
"ডেল্টা পরিকল্পনা ২১০০ এর স্টেক হোল্ডারদের সঙ্গে ঘনিষ্ঠভাবে কাজ করা জিসিএ বাংলাদেশ, এটির সফল বাস্তবায়ন নিশ্চিত করার জন্য আন্তর্জাতিক সেরা চর্চা কাজে লাগাতে এবং অর্থ সংস্থান করতে কাজ করবে বলেও তিনি আশা প্রকাশ করেন।",Delta plans to closely collaborate with the stakeholders of its subsidiary Delta 2100 to ensure the successful implementation of its initiatives. The company has expressed its commitment to engage in international best practices and establish an organization to facilitate these efforts.,"Working closely with the stakeholders of Delta Plan 2100, GCA Bangladesh, she hoped, would work to harness international best practices and finance to ensure its successful implementation."
প্রধানমন্ত্রী শেখ হাসিনাকে ফোনে পবিত্র রমজানের শুভেচ্ছা জানিয়েছেন ফিলিস্তিনের প্রেসিডেন্ট মাহমুদ আব্বাস।,"The Prime Minister Sheikh Hasina conveyed her greetings on the auspicious occasion of Ramadan to the President of Palestine, Mahmoud Abbas, over the phone.",Palestinian President Mahmoud Abbas called Prime Minister Sheikh Hasina and extended holy Ramadan greetings to her.
বৃত্তাকার সড়ক ও নৌপথ চালুর ফলে মানুষ ও পণ্য পরিবহন সহজতর হবে।,"Improved infrastructure, including roads and waterways, will facilitate easier transportation of people and goods.","With the introduction of circular road and river route, transportation of people and goods would be easier."
বাংলাদেশ বিনিয়োগবান্ধব উদার গণতান্ত্রিক রাষ্ট্র বলে জানিয়েছেন বাংলাদেশ বিনিয়োগ উন্নয়ন কর্তৃপক্ষের (বিডা) নির্বাহী চেয়ারম্যান কাজী মোঃ আমিনুল ইসলাম।,"It is known throughout Bangladesh that the Honorable Chairman of the Bangladesh Development Authority (BIDA), Kazi Mosharraf Hossain, is a dedicated and skilled upholder of democracy.",Executive Chairman of Bangladesh Investment Development Authority (BIDA) Kazi Md. Aminul Islam regarded Bangladesh as the investment-friendly liberal democratic state.
"উনি অনেক জানতেন, তবুও তিনি শিখতেন এবং শিখতে ভালোবাসতেন।","Many knew him, yet he learned and loved to learn.","He knew a lot, but he used to learn and loved to learn."
বাবা দিবস উপলক্ষে বিশেষ ডুডল তৈরি করেছে গুগল।,Google has specially designed a doodle to celebrate Father's Day.,Google has created a speical doodle on the occasion of Father's Day.
বুধবার হবিগঞ্জে এক সম্মেলনে আওয়ামী লীগের সাধারণ সম্পাদক এ মন্তব্য করেন।,"In a meeting held in Habiganj on Wednesday, the General Secretary of the Awami League made this statement.",The Awami League general secretary made the opinion at a conference at Habiganj on Wednesday.
শুক্রবার রাজধানীর বঙ্গবন্ধু অ্যাভিনিউয়ে দলীয় প্রধান কার্যালয়ে আয়োজিত আওয়ামী লীগের কেন্দ্রীয় নির্বাহী কমিটি ও উপদেষ্টামণ্ডলীর এক যৌথ সভায় এ কথা বলেন প্রধানমন্ত্রী।,"In a joint meeting of the Central Executive Committee and the Advisory Council of the Awami League held at the party's central office on Friday, the Prime Minister said in his speech.",The premier was said this in a joint meeting of the Awami League's central executive committee and advisory council at its head office at Bangabandhu Avenue in the capital on Friday.
"আফ্রিকাতে বিশেষভাবে রাজনীতি বিক্ষুব্ধ সময়ে ভুল এবং বানোয়াট তথ্য প্রচারণা প্রায়শই অনলাইনে চাউর হয়ে ওঠার সময়গুলোতে মার্কিন যুক্তরাষ্ট্র-ভিত্তিক প্রযুক্তি এবং সামাজিক গণ যোগাযোগাযোগ মাধ্যমের সংস্থাগুলি ""সত্য"" নির্ধারক হয়ে ওঠে।","In Africa, during periods of political upheaval, misinformation and propaganda campaigns have flourished online. During such times, American-based technology and social media companies have increasingly assumed the role of arbiters of ""truth.""","In Africa, where mis- and disinformation campaigns often go viral online, especially during politically charged periods, US-based tech and social media companies become arbiters of the ""truth."""
বুধবার মধ্যরাতে টঙ্গী ব্রিজ এলাকায় র‌্যাবের সঙ্গে 'বন্দুকযুদ্ধে' দুই সন্দেহভাজন ডাকাত নিহত হয়েছেন।,Two suspected militants were killed in an encounter with security forces in the Tangi Bridge area of Budhba on the midnight of Wednesday.,Two suspected robbers were killed in a 'gunfight' with RAB in Tongi bridge area on Wednesday midnight.
বাংলাদেশ ও ভিয়েতনাম বাণিজ্য ও সংস্কৃতিসহ বিভিন্ন খাতে অভিজ্ঞতা বিনিময় করতে পারে,Bangladesh and Vietnam can exchange expertise in various sectors including trade and culture.,Bangladesh and Vietnam can share their experiences in different fields including trade and culture.
গেল বছর জুড়ে রোহিঙ্গা ইস্যু নিয়ে সরকার সরব ছিল ।,"This Bengali text translates to:

""The government was completely engrossed in dealing with the Rohingya issue throughout the year.""",The government was active over Rohingya issue in last year.
জাতির জনক বঙ্গবন্ধু শেখ মুজিবুর রহমানের প্রতিকৃতিতে শ্রদ্ধা নিবেদনের মাধ্যমে তাদের নতুন যাত্রা শুরু হয়।,"Inspired by the spirit of the nation's founder, Sheikh Mujibur Rahman, a new journey begins with profound respect and homage.",Their new journey began through paying tributes to Father of the Nation Bangabandhu Sheikh Mujibur Rahman's portrait.
"তিনি বলেন, আমি এই বর্বরোচিত ঘটনার তীব্র নিন্দা জানাই।","He said, ""I do not know the intense criticism of this barbaric incident.""","We strongly condemn the barbaric incident, she said."
শেখ হাসিনা জাপানের প্রধানমন্ত্রীর অফিসে পৌঁছলে সেখানে তাকে গার্ড অব অনার প্রদান করা হবে।,"When Sheikh Hasina arrives at the Prime Minister's Office in Japan, she will be provided with a guard of honor.",Sheikh Hasina will be given a guard of honour when she will reach the Japanese Prime Minister's Office.
